loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
8200,8200,8200,36 months,0.1502,284.34,C,C3,Research associate ,5 years,MORTGAGE,67000,Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0881,158.56,A,A5,Outside Operations Management ,10+ years,OWN,15000,Not Verified,Dec-18,Current,n,debt_consolidation
7200,7200,7200,36 months,0.0702,222.39,A,A2,Finciall system analisist,4 years,OWN,60000,Not Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.0819,251.4,A,A4,,n/a,RENT,30992,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1131,164.43,B,B3,SET UP MACHINIST/PROGRAMMER,10+ years,RENT,50000,Not Verified,Dec-18,Current,n,credit_card
9600,9600,9600,36 months,0.0881,304.43,A,A5,Transportation Supervisor,10+ years,MORTGAGE,90000,Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.0819,78.57,A,A4,Claim Center Coordinator ,10+ years,MORTGAGE,56000,Not Verified,Dec-18,Current,n,other
25000,25000,25000,60 months,0.1502,595.02,C,C3,,< 1 year,RENT,70000,Verified,Dec-18,Current,n,debt_consolidation
16200,16200,16200,36 months,0.1033,525.25,B,B1,Nurse Practioner ,4 years,OWN,150000,Verified,Dec-18,Current,n,debt_consolidation
28800,28800,28800,60 months,0.2534,851.07,E,E3,Metal trades,6 years,MORTGAGE,43000,Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1072,391.28,B,B2,,< 1 year,MORTGAGE,72000,Not Verified,Dec-18,Current,n,small_business
24000,24000,24000,36 months,0.1356,815.15,C,C1,inside sales,1 year,RENT,56000,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1072,358.67,B,B2,Tower Crew Lead,< 1 year,MORTGAGE,70000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1033,642.3,B,B1,Equipment Operator ,10+ years,MORTGAGE,115000,Source Verified,Dec-18,Current,n,home_improvement
3000,3000,3000,36 months,0.2340,116.76,E,E1,Standard Compliance Analyst 1,10+ years,MORTGAGE,72000,Not Verified,Dec-18,Current,n,home_improvement
12000,12000,12000,36 months,0.1131,394.63,B,B3,Manager,10+ years,MORTGAGE,31992,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1033,535.25,B,B1,Director,6 years,MORTGAGE,121000,Source Verified,Dec-18,Current,n,debt_consolidation
19200,19200,19200,36 months,0.1502,665.77,C,C3,Licensed Vocational Nurse,10+ years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,debt_consolidation
25850,25850,25850,60 months,0.0819,526.5,A,A4,Attorney,3 years,MORTGAGE,163000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1356,407.58,C,C1,construction foreman,10+ years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.0702,231.65,A,A2,Gun Tech engineer,10+ years,OWN,110000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1356,679.29,C,C1,,n/a,RENT,56000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1033,428.2,B,B1,Case Manager,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,home_improvement
34000,34000,34000,36 months,0.0646,1041.45,A,A1,Teacher,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.0819,407.35,A,A4,Carpenter,4 years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,credit_card
16000,16000,16000,60 months,0.1502,380.81,C,C3,Accounting clerk II,8 years,RENT,60000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.2089,188.1,D,D4,Quality control ,3 years,RENT,22000,Verified,Dec-18,Current,n,other
27000,27000,27000,60 months,0.1614,658.6,C,C4,Project Manager,10+ years,RENT,81000,Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.0819,109.99,A,A4,special education teacher,2 years,MORTGAGE,56511,Verified,Dec-18,Current,n,medical
25000,25000,25000,36 months,0.0756,778.35,A,A3,,< 1 year,MORTGAGE,110000,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.1072,518.48,B,B2,chiropractor,5 years,RENT,90000,Not Verified,Dec-18,Current,n,credit_card
14400,14400,14400,36 months,0.0646,441.09,A,A1,,< 1 year,RENT,100000,Not Verified,Dec-18,Current,n,debt_consolidation
12500,12500,12500,36 months,0.1131,411.08,B,B3,Foreman ,4 years,OWN,90000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.0819,1256.97,A,A4,Maintenance Supervisor,9 years,RENT,65000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0881,475.68,A,A5,Consultant,6 years,OWN,293000,Source Verified,Dec-18,Current,n,credit_card
19000,19000,19000,36 months,0.1033,616.03,B,B1,conductor/engineer,10+ years,RENT,98000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1033,324.23,B,B1,registered nurse,7 years,MORTGAGE,85000,Source Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.0756,311.34,A,A3,PARTS TECH,10+ years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1797,542.07,D,D1,Fire Direction Officer,2 years,RENT,50000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0819,157.13,A,A4,SUPERVISOR EVS,10+ years,OWN,68000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1447,206.44,C,C2,Guidance Counselor ,10+ years,MORTGAGE,68000,Verified,Dec-18,Current,n,credit_card
9000,9000,9000,36 months,0.0819,282.82,A,A4,Traffic Control Specialist ,6 years,MORTGAGE,130000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0881,951.35,A,A5,Space Planner,10+ years,RENT,155000,Source Verified,Dec-18,Current,n,credit_card
14000,14000,14000,36 months,0.1447,481.69,C,C2,Operator Specialist,< 1 year,RENT,30000,Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1502,173.38,C,C3,,< 1 year,MORTGAGE,75000,Not Verified,Dec-18,Current,n,other
35000,35000,35000,36 months,0.1072,1141.22,B,B2,teacher,10+ years,MORTGAGE,120000,Verified,Dec-18,Current,n,other
15000,15000,15000,60 months,0.1894,388.62,D,D2,,n/a,MORTGAGE,0,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.1180,827.98,B,B4,Senior Academic Advisor,6 years,RENT,60000,Source Verified,Dec-18,Current,n,major_purchase
24000,24000,24000,36 months,0.1894,879.02,D,D2,Business Account Manager,2 years,RENT,140000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.0881,413.33,A,A5,Facilities Analyst,10+ years,RENT,90300,Not Verified,Dec-18,Current,n,credit_card
5100,5100,5100,36 months,0.1131,167.72,B,B3,Mechanical maintenance ,5 years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,debt_consolidation
16500,16500,16500,36 months,0.0756,513.71,A,A3,Superintendent ,9 years,MORTGAGE,72000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0881,475.68,A,A5,machine operator,2 years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.1691,569.73,C,C5,Document review specialist 2,8 years,MORTGAGE,41000,Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1072,228.25,B,B2,Leasing Agent,2 years,RENT,30000,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1180,332.16,B,B4,,< 1 year,MORTGAGE,12000,Verified,Dec-18,Current,n,credit_card
7500,7500,7500,36 months,0.0819,235.69,A,A4,"Senior Manager, Marketing Operations",2 years,RENT,98500,Not Verified,Dec-18,Current,n,credit_card
35000,35000,35000,36 months,0.1072,1141.22,B,B2,Truck Driver,2 years,RENT,85000,Not Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1447,86.02,C,C2,office coordinator,7 years,RENT,30000,Not Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.1131,328.86,B,B3,Medical caseworker ,5 years,RENT,60000,Source Verified,Dec-18,Current,n,debt_consolidation
14000,14000,14000,36 months,0.0702,432.41,A,A2,,n/a,MORTGAGE,35000,Source Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.1447,412.88,C,C2,Account Representative Specialist,10+ years,RENT,30000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1447,412.88,C,C2,Production Engineer,10+ years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,debt_consolidation
1000,1000,1000,36 months,0.2437,39.43,E,E2,claims analyst,10+ years,RENT,44000,Not Verified,Dec-18,Fully Paid,n,medical
30000,30000,30000,60 months,0.1356,691.23,C,C1,Server,10+ years,RENT,32000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1131,493.29,B,B3,Supervisor ,7 years,OWN,92000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0819,471.37,A,A4,cocktail server,3 years,MORTGAGE,80000,Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1180,165.6,B,B4,Machinist,< 1 year,RENT,35000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1447,587.82,C,C2,"Manager, Client Benefits",6 years,RENT,82000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0646,153.16,A,A1,Manager,10+ years,MORTGAGE,39000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1447,705.38,C,C2,Tax Operator ,1 year,RENT,100000,Source Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1614,88.07,C,C4,,n/a,RENT,19416,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.0819,502.79,A,A4,"Project manger, Trainer ",8 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
13400,13400,13400,36 months,0.2437,528.33,E,E2,Forklift Driver,10+ years,RENT,40000,Source Verified,Dec-18,Current,n,debt_consolidation
33000,33000,33000,60 months,0.1992,872.83,D,D3,Electrician,2 years,MORTGAGE,94000,Source Verified,Dec-18,Current,n,debt_consolidation
2300,2300,2300,36 months,0.2631,93.05,E,E4,Ware house worker,1 year,RENT,28000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,60 months,0.2089,485.85,D,D4,Phlebotomist ,9 years,OWN,28000,Verified,Dec-18,Current,n,debt_consolidation
4800,4800,4800,36 months,0.1356,163.03,C,C1,Neon Lighting & Installation Specialist,< 1 year,RENT,25000,Not Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,36 months,0.0881,697.66,A,A5,Paralegal,4 years,RENT,62000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1131,263.09,B,B3,Installer,2 years,RENT,34000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1502,346.76,C,C3,,n/a,MORTGAGE,52000,Not Verified,Dec-18,Current,n,medical
10000,10000,10000,36 months,0.1447,344.07,C,C2,,n/a,RENT,25000,Verified,Dec-18,Current,n,moving
10000,10000,10000,36 months,0.1180,331.19,B,B4,District Manager,8 years,RENT,60000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0702,154.44,A,A2,Community Director ,7 years,MORTGAGE,82000,Not Verified,Dec-18,Current,n,other
14000,14000,14000,36 months,0.1356,475.51,C,C1,Clerk of Court,10+ years,MORTGAGE,208000,Source Verified,Dec-18,Current,n,other
25000,25000,25000,36 months,0.1797,903.44,D,D1,Building Manager,10+ years,RENT,81000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0881,380.54,A,A5,Owner ,7 years,OWN,60000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1131,657.72,B,B3,Attorney/Partner,9 years,RENT,250000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1502,346.76,C,C3,Retail manager,10+ years,MORTGAGE,62000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1447,275.26,C,C2,Practice Manager,7 years,MORTGAGE,51000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1072,432.07,B,B2,IT Manager,3 years,OWN,75000,Source Verified,Dec-18,Current,n,debt_consolidation
8500,8500,8500,36 months,0.0702,262.54,A,A2,Subcontract Lead,10+ years,RENT,108492,Source Verified,Dec-18,Current,n,medical
10000,10000,10000,36 months,0.1298,336.85,B,B5,Customer Sales Rep,5 years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,credit_card
7000,7000,7000,36 months,0.0702,216.21,A,A2,Audit Manager,10+ years,MORTGAGE,75000,Source Verified,Dec-18,Current,n,home_improvement
6000,6000,6000,36 months,0.0819,188.55,A,A4,Supervisor,10+ years,MORTGAGE,36000,Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.0881,634.23,A,A5,Nutritionist,4 years,RENT,61000,Not Verified,Dec-18,Current,n,home_improvement
5000,5000,5000,36 months,0.0646,153.16,A,A1,Assistant Property Manager,3 years,RENT,65000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0819,251.4,A,A4,,< 1 year,RENT,28000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1356,345.62,C,C1,Welder/Mechanic ,4 years,MORTGAGE,57000,Source Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.0702,108.11,A,A2,agent,5 years,MORTGAGE,76000,Not Verified,Dec-18,Current,n,small_business
35000,35000,35000,60 months,0.1797,888.2,D,D1,Sr. Consultant,3 years,MORTGAGE,125000,Verified,Dec-18,Current,n,debt_consolidation
3000,3000,3000,36 months,0.1992,111.37,D,D3,Teacher,1 year,RENT,62000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
8500,8500,8500,36 months,0.1033,275.59,B,B1,Executive Assistant ,< 1 year,RENT,65000,Not Verified,Dec-18,Current,n,medical
24000,24000,24000,36 months,0.1356,815.15,C,C1,,< 1 year,RENT,72000,Source Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.0646,122.53,A,A1,Maintenance Supervisor ,2 years,MORTGAGE,47174,Not Verified,Dec-18,Fully Paid,n,medical
9600,9600,9600,36 months,0.1614,338.18,C,C4,Director of Campaign Data Operations,9 years,MORTGAGE,130000,Not Verified,Dec-18,Current,n,credit_card
14000,14000,14000,36 months,0.0819,439.94,A,A4,Software Engineer,8 years,MORTGAGE,200000,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.0646,398.21,A,A1,Chief Operating Officer,10+ years,OWN,82617,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.1033,214.1,B,B1,Technical Designer,3 years,MORTGAGE,130000,Source Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1502,499.81,C,C3,Owner,10+ years,RENT,65000,Not Verified,Dec-18,Current,n,debt_consolidation
14000,14000,14000,60 months,0.1691,347.26,C,C5,LeadCarpenter,4 years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1180,827.98,B,B4,,< 1 year,RENT,150000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1614,352.27,C,C4,Supervisor,7 years,MORTGAGE,93000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.2089,809.75,D,D4,Manager/Supervsor,6 years,MORTGAGE,110000,Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1072,391.28,B,B2,Office Manager/Administrator,1 year,RENT,90000,Source Verified,Dec-18,Current,n,debt_consolidation
2700,2700,2700,36 months,0.0702,83.4,A,A2,,n/a,MORTGAGE,30000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1894,414.53,D,D2,Bus driver,10+ years,MORTGAGE,24000,Source Verified,Dec-18,Current,n,debt_consolidation
4500,4500,4500,36 months,0.1502,156.04,C,C3,Director of Nursing,2 years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,house
20000,20000,20000,36 months,0.1072,652.13,B,B2,Assistant Vice President,1 year,RENT,125000,Not Verified,Dec-18,Current,n,other
7500,7500,7500,36 months,0.1894,274.7,D,D2,General manager,5 years,MORTGAGE,41600,Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.1356,921.64,C,C1,Operations Systems Engineer,10+ years,RENT,90000,Source Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1356,373.61,C,C1,Installation Soecialist,1 year,RENT,75000,Source Verified,Dec-18,Current,n,credit_card
28000,28000,28000,60 months,0.0881,578.66,A,A5,Senior Trainer/ Operator,2 years,RENT,138000,Source Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.0646,183.79,A,A1,Broadcaster,10+ years,RENT,35000,Not Verified,Dec-18,Current,n,debt_consolidation
9000,9000,9000,36 months,0.1180,298.07,B,B4,Manager,7 years,OWN,75000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1356,691.23,C,C1,Supervisor,1 year,MORTGAGE,120000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0756,467.01,A,A3,Manager,10+ years,RENT,75000,Verified,Dec-18,Current,n,credit_card
6925,6925,6925,36 months,0.1614,243.95,C,C4,,n/a,OWN,60000,Verified,Dec-18,Fully Paid,n,debt_consolidation
26000,26000,26000,60 months,0.1180,575.74,B,B4,battalion chief,10+ years,MORTGAGE,120000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.1894,1098.78,D,D2,,< 1 year,MORTGAGE,65000,Verified,Dec-18,Current,n,credit_card
29900,29900,29900,36 months,0.2340,1163.67,E,E1,Merchandiser,7 years,MORTGAGE,37600,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.2089,404.88,D,D4,Assembly Technician,2 years,MORTGAGE,50000,Verified,Dec-18,Current,n,other
12000,12000,12000,36 months,0.0702,370.64,A,A2,Inflight Crew Scheduler,2 years,RENT,52000,Source Verified,Dec-18,Current,n,credit_card
18000,18000,18000,60 months,0.1180,398.59,B,B4,Registered Nurse,3 years,MORTGAGE,52000,Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.2235,556.37,D,D5,,n/a,OWN,33600,Not Verified,Dec-18,Current,n,credit_card
16000,16000,16000,36 months,0.0702,494.18,A,A2,Registered Nurse,2 years,RENT,58000,Source Verified,Dec-18,Current,n,credit_card
33000,33000,33000,60 months,0.0819,672.13,A,A4,Planner,1 year,MORTGAGE,65000,Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.0756,622.68,A,A3,Workforce Development Strategist ,4 years,MORTGAGE,110000,Source Verified,Dec-18,Current,n,debt_consolidation
21500,21500,21500,60 months,0.2089,580.32,D,D4,Realator,5 years,MORTGAGE,75105,Source Verified,Dec-18,Current,n,debt_consolidation
23500,23500,23500,60 months,0.1033,503.13,B,B1,Director of Operations and Finance,7 years,RENT,105000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,60 months,0.0881,372,A,A5,Marketing Campaign Manager ,2 years,MORTGAGE,70000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.0756,778.35,A,A3,CPA,10+ years,MORTGAGE,120000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,60 months,0.1072,540.08,B,B2,Sales Manager,5 years,RENT,75000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0819,314.25,A,A4,Admin Asst-Solicitors Gen Office,1 year,MORTGAGE,40476,Not Verified,Dec-18,Current,n,credit_card
35500,35500,35500,36 months,0.0756,1105.25,A,A3,Computer Programmer,2 years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1894,518.16,D,D2,Plumber,10+ years,MORTGAGE,120000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.2727,920.91,E,E5,Claims Representative,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Late (31-120 days),n,debt_consolidation
14500,14500,14500,36 months,0.0646,444.15,A,A1,Maintaince,10+ years,MORTGAGE,57583,Source Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.1298,168.43,B,B5,,n/a,RENT,54000,Not Verified,Dec-18,Current,n,other
32000,32000,32000,60 months,0.1131,700.72,B,B3,Scrum Master,< 1 year,MORTGAGE,90000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.2089,376.19,D,D4,Warehouse associate,9 years,RENT,56000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0756,622.68,A,A3,Human Resources,10+ years,MORTGAGE,99500,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
16000,16000,16000,60 months,0.1072,345.65,B,B2,Underwriter,3 years,MORTGAGE,89000,Not Verified,Dec-18,Current,n,other
29000,29000,29000,36 months,0.0881,919.63,A,A5,Lead Admin,6 years,RENT,58000,Not Verified,Dec-18,Current,n,debt_consolidation
